Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00   14063/14063       __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [35]
-----------------------------------------------
                0.00    0.00   12460/12460       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [20]
[37]     0.0    0.00    0.00   12460         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [37]
-----------------------------------------------
                0.00    0.00   12460/12460       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [39]
[38]     0.0    0.00    0.00   12460         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [38]
                0.00    0.00   12460/27412       __gnu_cxx::new_allocator<int>::max_size() const [15]
-----------------------------------------------
                0.00    0.00    4984/12460       std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [85]
                0.00    0.00    7476/12460       void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [69]
[39]     0.0    0.00    0.00   12460         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [39]
                0.00    0.00   12460/12460       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [38]
-----------------------------------------------
                0.00    0.00   12285/12285       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [100]
[40]     0.0    0.00    0.00   12285         void std::swap<int*>(int*&, int*&) [40]
                0.00    0.00   36855/36855       std::remove_reference<int*&>::type&& std::move<int*&>(int*&) [12]
-----------------------------------------------
                0.00    0.00   11571/11571       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [42]
[41]     0.0    0.00    0.00   11571         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [41]
                0.00    0.00   11571/16555       std::allocator<int>::~allocator() [26]
-----------------------------------------------
                0.00    0.00   11571/11571       std::vector<int, std::allocator<int> >::~vector() [43]
[42]     0.0    0.00    0.00   11571         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [42]
                0.00    0.00   11571/19047       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [20]
                0.00    0.00   11571/11571       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [41]
-----------------------------------------------
                0.00    0.00    2492/11571       main [6]
                0.00    0.00    2492/11571       Model::Model(char const*) [191]
                0.00    0.00    6587/11571       void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [78]
[43]     0.0    0.00    0.00   11571         std::vector<int, std::allocator<int> >::~vector() [43]
                0.00    0.00   11571/35602       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [13]
                0.00    0.00   11571/19047       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [22]
                0.00    0.00   11571/11571       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [42]
-----------------------------------------------
                0.00    0.00    4095/10682       std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*) [169]
                0.00    0.00    6587/10682       void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [159]
[44]     0.0    0.00    0.00   10682         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [44]
-----------------------------------------------
                0.00    0.00       1/9969        main [6]
                0.00    0.00    2492/9969        Vec3<float>::operator^(Vec3<float> const&) const [116]
                0.00    0.00    2492/9969        Vec3<float>::operator*(float) const [118]
                0.00    0.00    4984/9969        Vec3<float>::operator-(Vec3<float> const&) const [80]
[45]     0.0    0.00    0.00    9969         Vec3<float>::Vec3(float, float, float) [45]
-----------------------------------------------
                0.00    0.00    4984/9968        std::vector<int, std::allocator<int> >::begin() const [82]
                0.00    0.00    4984/9968        std::vector<int, std::allocator<int> >::end() const [81]
[46]     0.0    0.00    0.00    9968         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [46]
-----------------------------------------------
                0.00    0.00    9968/9968        std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [49]
[47]     0.0    0.00    0.00    9968         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [47]
-----------------------------------------------
                0.00    0.00    9968/9968        std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [50]
[48]     0.0    0.00    0.00    9968         std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [48]
-----------------------------------------------
                0.00    0.00    9968/9968        std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [51]
[49]     0.0    0.00    0.00    9968         std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [49]
                0.00    0.00    9968/9968        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [47]
-----------------------------------------------
                0.00    0.00    9968/9968        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [95]
[50]     0.0    0.00    0.00    9968         std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [50]
                0.00    0.00    9968/9968        std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [48]
-----------------------------------------------
                0.00    0.00    9968/9968        int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [92]
[51]     0.0    0.00    0.00    9968         std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [51]
                0.00    0.00    9968/9968        std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [49]
-----------------------------------------------
                0.00    0.00    1258/8734        Model::Model(char const*) [191]
                0.00    0.00    7476/8734        main [6]
[52]     0.0    0.00    0.00    8734         Vec3<float>::Vec3() [52]
-----------------------------------------------
                0.00    0.00    8283/8283        void std::swap<Vec2<int> >(Vec2<int>&, Vec2<int>&) [108]
[53]     0.0    0.00    0.00    8283         std::remove_reference<Vec2<int>&>::type&& std::move<Vec2<int>&>(Vec2<int>&) [53]
-----------------------------------------------
                0.00    0.00    8216/8216        bool std::operator==<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&) [97]
[54]     0.0    0.00    0.00    8216         std::move_iterator<std::vector<int, std::allocator<int> >*>::base() const [54]
-----------------------------------------------
                0.00    0.00    4095/8190        std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [102]
                0.00    0.00    4095/8190        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int>&&) [101]
[55]     0.0    0.00    0.00    8190         std::remove_reference<std::allocator<int>&>::type&& std::move<std::allocator<int>&>(std::allocator<int>&) [55]
-----------------------------------------------
                0.00    0.00    4095/8190        std::move_iterator<std::vector<int, std::allocator<int> >*>::operator*() const [99]
                0.00    0.00    4095/8190        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [104]
[56]     0.0    0.00    0.00    8190         std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [56]
-----------------------------------------------
                0.00    0.00      12/7501        std::vector<Vec3<float>, std::allocator<Vec3<float> > >::_M_check_len(unsigned long, char const*) const [178]
                0.00    0.00      13/7501        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [165]
                0.00    0.00    7476/7501        std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [63]
[57]     0.0    0.00    0.00    7501         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [57]
-----------------------------------------------
                0.00    0.00      13/7489        void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_emplace_back_aux<std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> > const&) [170]
                0.00    0.00    2492/7489        decltype (_S_construct({parm#1}, {parm#2}, (forward<std::vector<int, std::allocator<int> > const&>)({parm#3}))) std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [123]
                0.00    0.00    2492/7489        _ZNSt16allocator_traitsISaISt6vectorIiSaIiEEEE12_S_constructIS2_IRKS2_EEENSt9enable_ifIXsrNS4_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS3_PSA_DpOSB_ [122]
                0.00    0.00    2492/7489        _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEE9constructIS3_IRKS3_EEEvPT_DpOT0_ [113]
[58]     0.0    0.00    0.00    7489         std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [58]
-----------------------------------------------
                0.00    0.00    7476/7476        main [6]
[59]     0.0    0.00    0.00    7476         Vec2<int>::Vec2(int, int) [59]
-----------------------------------------------
                0.00    0.00    7476/7476        main [6]
[60]     0.0    0.00    0.00    7476         Vec2<int>::Vec2() [60]
-----------------------------------------------
                0.00    0.00    7476/7476        main [6]
[61]     0.0    0.00    0.00    7476         Model::vert(int) [61]
                0.00    0.00    7476/7476        std::vector<Vec3<float>, std::allocator<Vec3<float> > >::operator[](unsigned long) [68]
-----------------------------------------------
                0.00    0.00    7476/7476        std::enable_if<std::allocator_traits<std::allocator<int> >::__construct_helper<int<int const&> >::value, void>::type std::allocator_traits<std::allocator<int> >::_S_construct<int, int const&>(std::allocator<int>&, int*, int const&) [65]
[62]     0.0    0.00    0.00    7476         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [62]
                0.00    0.00    7476/29904       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [14]
                0.00    0.00    7476/17368       operator new(unsigned long, void*) [24]
-----------------------------------------------
                0.00    0.00    7476/7476        void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [69]
[63]     0.0    0.00    0.00    7476         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [63]
                0.00    0.00   29904/42364       std::vector<int, std::allocator<int> >::size() const [11]
                0.00    0.00   14952/14952       std::vector<int, std::allocator<int> >::max_size() const [28]
                0.00    0.00    7476/7501        unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [57]
-----------------------------------------------
                0.00    0.00    7476/7476        int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [72]
[64]     0.0    0.00    0.00    7476         int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [64]
-----------------------------------------------
                0.00    0.00    7476/7476        decltype (_S_construct({parm#1}, {parm#2}, (forward<int const&>)({parm#3}))) std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [66]
[65]     0.0    0.00    0.00    7476         std::enable_if<std::allocator_traits<std::allocator<int> >::__construct_helper<int<int const&> >::value, void>::type std::allocator_traits<std::allocator<int> >::_S_construct<int, int const&>(std::allocator<int>&, int*, int const&) [65]
                0.00    0.00    7476/29904       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [14]
                0.00    0.00    7476/7476        void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [62]
-----------------------------------------------
                0.00    0.00    7476/7476        void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [69]
[66]     0.0    0.00    0.00    7476         decltype (_S_construct({parm#1}, {parm#2}, (forward<int const&>)({parm#3}))) std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [66]
                0.00    0.00    7476/29904       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [14]
                0.00    0.00    7476/7476        std::enable_if<std::allocator_traits<std::allocator<int> >::__construct_helper<int<int const&> >::value, void>::type std::allocator_traits<std::allocator<int> >::_S_construct<int, int const&>(std::allocator<int>&, int*, int const&) [65]
-----------------------------------------------
                0.00    0.00    7476/7476        int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [74]
[67]     0.0    0.00    0.00    7476         int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [67]
                0.00    0.00    7476/7476        int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [77]
-----------------------------------------------
                0.00    0.00    7476/7476        Model::vert(int) [61]
[68]     0.0    0.00    0.00    7476         std::vector<Vec3<float>, std::allocator<Vec3<float> > >::operator[](unsigned long) [68]
-----------------------------------------------
                0.00    0.00    7476/7476        std::vector<int, std::allocator<int> >::push_back(int const&) [70]
[69]     0.0    0.00    0.00    7476         void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [69]
                0.00    0.00   14952/35602       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [13]
                0.00    0.00    7476/7476        std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [63]
                0.00    0.00    7476/12460       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [39]
                0.00    0.00    7476/29904       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [14]
                0.00    0.00    7476/42364       std::vector<int, std::allocator<int> >::size() const [11]
                0.00    0.00    7476/7476        decltype (_S_construct({parm#1}, {parm#2}, (forward<int const&>)({parm#3}))) std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [66]
                0.00    0.00    7476/7476        int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [76]
                0.00    0.00    7476/19047       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [22]
                0.00    0.00    7476/19047       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [20]
-----------------------------------------------
                0.00    0.00    7476/7476        Model::Model(char const*) [191]
[70]     0.0    0.00    0.00    7476         std::vector<int, std::allocator<int> >::push_back(int const&) [70]
                0.00    0.00    7476/7476        void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [69]
-----------------------------------------------
                0.00    0.00    7476/7476        main [6]
[71]     0.0    0.00    0.00    7476         std::vector<int, std::allocator<int> >::operator[](unsigned long) [71]
-----------------------------------------------
                0.00    0.00    7476/7476        int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [73]
[72]     0.0    0.00    0.00    7476         int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [72]
                0.00    0.00    7476/7476        int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [64]
-----------------------------------------------
                0.00    0.00    7476/7476        int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [77]
[73]     0.0    0.00    0.00    7476         int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [73]
                0.00    0.00   22428/27412       std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [17]
                0.00    0.00    7476/7476        int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [72]
-----------------------------------------------
                0.00    0.00    7476/7476        int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [75]
[74]     0.0    0.00    0.00    7476         int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [74]
                0.00    0.00    7476/7476        int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [67]
-----------------------------------------------
                0.00    0.00    7476/7476        int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [76]
[75]     0.0    0.00    0.00    7476         int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [75]
                0.00    0.00    7476/7476        int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [74]
-----------------------------------------------
                0.00    0.00    7476/7476        void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [69]
[76]     0.0    0.00    0.00    7476         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [76]
                0.00    0.00   14952/14952       std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [34]
                0.00    0.00    7476/7476        int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [75]
-----------------------------------------------
                0.00    0.00    7476/7476        int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [67]
[77]     0.0    0.00    0.00    7476         int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [77]
                0.00    0.00   14952/14952       std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [33]
                0.00    0.00    7476/7476        int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [73]
-----------------------------------------------
                0.00    0.00    6587/6587        void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [159]
[78]     0.0    0.00    0.00    6587         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [78]
                0.00    0.00    6587/11571       std::vector<int, std::allocator<int> >::~vector() [43]
-----------------------------------------------
                0.00    0.00    4984/4984        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [90]
[79]     0.0    0.00    0.00    4984         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [79]
                0.00    0.00    4984/4984        std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [87]
-----------------------------------------------
                0.00    0.00    4984/4984        main [6]
[80]     0.0    0.00    0.00    4984         Vec3<float>::operator-(Vec3<float> const&) const [80]
                0.00    0.00    4984/9969        Vec3<float>::Vec3(float, float, float) [45]
-----------------------------------------------
                0.00    0.00    4984/4984        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [90]
[81]     0.0    0.00    0.00    4984         std::vector<int, std::allocator<int> >::end() const [81]
                0.00    0.00    4984/9968        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [46]
-----------------------------------------------
                0.00    0.00    4984/4984        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [90]
[82]     0.0    0.00    0.00    4984         std::vector<int, std::allocator<int> >::begin() const [82]
                0.00    0.00    4984/9968        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [46]
-----------------------------------------------
                0.00    0.00    4984/4984        int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [91]
[83]     0.0    0.00    0.00    4984         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [83]
-----------------------------------------------
                0.00    0.00    4984/4984        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [86]
[84]     0.0    0.00    0.00    4984         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [84]
                0.00    0.00    4984/14063       std::allocator<int>::allocator(std::allocator<int> const&) [36]
-----------------------------------------------
                0.00    0.00    4984/4984        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [86]
[85]     0.0    0.00    0.00    4984         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [85]
                0.00    0.00    4984/12460       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [39]
-----------------------------------------------
                0.00    0.00    4984/4984        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [90]
[86]     0.0    0.00    0.00    4984         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [86]
                0.00    0.00    4984/4984        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [84]
                0.00    0.00    4984/4984        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [85]
-----------------------------------------------
                0.00    0.00    4984/4984        __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [79]
[87]     0.0    0.00    0.00    4984         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [87]
                0.00    0.00    4984/4984        std::enable_if<!std::allocator_traits<std::allocator<int> >::__select_helper<std::allocator<int> const>::value, std::allocator<int> const>::type std::allocator_traits<std::allocator<int> >::_S_select<std::allocator<int> const>(std::allocator<int> const&) [88]
-----------------------------------------------
                0.00    0.00    4984/4984        std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [87]
[88]     0.0    0.00    0.00    4984         std::enable_if<!std::allocator_traits<std::allocator<int> >::__select_helper<std::allocator<int> const>::value, std::allocator<int> const>::type std::allocator_traits<std::allocator<int> >::_S_select<std::allocator<int> const>(std::allocator<int> const&) [88]
                0.00    0.00    4984/14063       std::allocator<int>::allocator(std::allocator<int> const&) [36]
-----------------------------------------------
                0.00    0.00    4984/4984        int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [93]
[89]     0.0    0.00    0.00    4984         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [89]
                0.00    0.00    4984/4984        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [95]
-----------------------------------------------
                0.00    0.00    2492/4984        Model::face(int) [112]
                0.00    0.00    2492/4984        _ZN9__gnu_cxx13new_allocatorISt6vectorIiSaIiEEE9constructIS3_IRKS3_EEEvPT_DpOT0_ [113]
[90]     0.0    0.00    0.00    4984         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [90]
                0.00    0.00    4984/19936       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [18]
                0.00    0.00    4984/4984        __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [79]
                0.00    0.00    4984/42364       std::vector<int, std::allocator<int> >::size() const [11]
                0.00    0.00    4984/4984        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [86]
                0.00    0.00    4984/16555       std::allocator<int>::~allocator() [26]
                0.00    0.00    4984/35602       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [13]
                0.00    0.00    4984/4984        std::vector<int, std::allocator<int> >::end() const [81]
                0.00    0.00    4984/4984        std::vector<int, std::allocator<int> >::begin() const [82]
                0.00    0.00    4984/4984        int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [94]
-----------------------------------------------
                0.00    0.00    4984/4984        int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [92]
[91]     0.0    0.00    0.00    4984         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [91]
                0.00    0.00    4984/4984        int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [83]
-----------------------------------------------
                0.00    0.00    4984/4984        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [95]
